"","embryo_time","cell_type"
"3083",380,"ASG_AWA"
"3084",620,"AWC"
"3085",620,"ASEL"
"3086",550,"ASJ"
"3087",415,"ASE"
"3088",410,"AWC"
"3089",520,"AWC"
"3090",640,"ADF"
"3091",375,"ASI_parent"
"3092",620,"ASJ"
"3093",640,"ADL"
"3094",550,"ASI"
"3095",390,"AFD"
"3096",410,"ASE"
"3097",385,"ADL"
"3098",450,"ASI"
"3099",700,"ASER"
"3100",550,"AUA"
"3101",500,"ASE"
"3102",620,"ADL"
"3103",550,"ASG"
"3104",585,"AWC"
"3105",450,"ADF"
"3106",450,"ASI"
"3107",585,"ADF"
"3108",550,"ADF"
"3109",440,"ADL"
"3110",450,"ASJ"
"3111",415,"AWA"
"3112",400,"ASE"
"3113",360,"AWC"
"3114",490,"ASK"
"3115",350,NA
"3116",585,"ASE"
"3117",420,"AUA"
"3118",450,"AFD"
"3119",380,"ASH"
"3120",380,"ASI_parent"
"3121",395,"AWC"
"3122",550,"ADF"
"3123",490,"AWB"
"3124",450,"ADF"
"3125",550,"ADL"
"3126",440,"AWC"
"3127",350,"AUA"
"3128",550,"ADL"
"3129",625,"ASH"
"3130",360,"ASK_parent"
"3131",550,"ASK"
"3132",395,"AWB"
"3133",415,"AFD"
"3134",500,"AWB"
"3135",625,"ASER"
"3136",390,"AWA"
"3137",405,"ASH"
"3138",370,"ASK_parent"
"3139",490,"AWB"
"3140",490,"ADF"
"3141",350,"ADF_AWB"
"3142",365,"ASE_parent"
"3143",490,"ASK"
"3144",410,"ADL"
"3145",450,"ADL"
"3146",450,"ASE"
"3147",620,"ASJ"
"3148",415,"ADF"
"3149",630,"AWC"
"3150",450,"ASH"
"3151",375,"ASK_parent"
"3152",450,"ASJ"
"3153",670,"ASEL"
"3154",620,"ASI"
"3155",510,"AFD"
"3156",620,"AWC"
"3157",420,"ASK"
"3158",400,"ASJ"
"3159",630,"AWA"
"3160",350,"AFD"
"3161",550,"ASE"
"3162",435,"ASJ"
"3163",470,"ASJ"
"3164",420,"AWC"
"3165",450,"AWB"
"3166",385,"AWA"
"3167",550,"ASE"
"3168",450,"ASK"
"3169",275,NA
"3170",365,"ASK_parent"
"3171",700,"ASEL"
"3172",375,"ASG_AWA"
"3173",620,"ASG"
"3174",450,"ADL"
"3175",420,"ASI"
"3176",490,"ADF"
"3177",395,"ASJ"
"3178",415,"AWC"
"3179",380,"ADL"
"3180",415,"AWA"
"3181",415,"ASE"
"3182",380,"ASI_parent"
"3183",425,"ASK"
"3184",405,"AWC"
"3185",670,"ASH"
"3186",360,"ASE_parent"
"3187",190,NA
"3188",360,"ASK_parent"
"3189",550,"ADL"
"3190",275,"Neuroblast_ADF_AWB"
"3191",440,"ASK"
"3192",635,"ASER"
"3193",700,"ADF"
"3194",350,"ADF_AWB"
"3195",550,"ASE"
"3196",500,"ASE"
"3197",390,"ADF_AWB"
"3198",450,"AWB"
"3199",450,"AUA"
"3200",450,"AWB"
"3201",360,"AWC"
"3202",585,"AFD"
"3203",620,"ADL"
"3204",550,"ASH"
"3205",390,"AUA"
"3206",450,"ASG"
"3207",700,"ASK"
"3208",450,"ASJ"
"3209",440,"AWA"
"3210",410,"AWB"
"3211",510,"ASK"
"3212",410,"ASI"
"3213",490,"ADF"
"3214",620,"AWC"
"3215",350,"AFD"
"3216",490,"AWC"
"3217",520,"ADL"
"3218",635,"ASG"
"3219",420,"AWB"
"3220",360,"ASK_parent"
"3221",450,"ASG"
"3222",530,"ADF"
"3223",620,"AWB"
"3224",470,"ASE"
"3225",350,NA
"3226",420,"ADF"
"3227",370,"ASH"
"3228",450,"ASG"
"3229",415,"ADF"
"3230",390,"AFD"
"3231",550,"AFD"
"3232",420,"AFD"
"3233",490,"AWA"
"3234",550,"AFD"
"3235",670,"AFD"
"3236",375,"ADL"
"3237",640,"ASH"
"3238",440,"AWC"
"3239",420,"AUA"
"3240",585,"AWC"
"3241",360,"AFD"
"3242",585,"AWC"
"3243",390,"ASK"
"3244",450,"AWB"
"3245",360,NA
"3246",640,"ADF"
"3247",450,"ADL"
"3248",490,"ASK"
"3249",550,"ASH"
"3250",550,"ASH"
"3251",435,"ASE"
"3252",400,"ASJ"
"3253",620,"AWB"
"3254",375,"AFD"
"3255",380,"ADL"
"3256",450,"AFD"
"3257",380,"ASG_AWA"
"3258",620,"AWA"
"3259",360,"ASG_AWA"
"3260",620,"AWC"
"3261",450,"AWC"
"3262",450,"ADF"
"3263",630,"ASK"
"3264",420,"AUA"
"3265",630,"ASK"
"3266",360,"AUA"
"3267",550,"AFD"
"3268",450,"ADL"
"3269",360,"ASK_parent"
"3270",530,"ASG"
"3271",585,"ASK"
"3272",410,"AWA"
"3273",470,"ASJ"
"3274",490,"ADF"
"3275",385,"AWB"
"3276",550,"ASI"
"3277",420,"ADL"
"3278",390,"AUA"
"3279",450,"ASI"
"3280",450,"ADL"
"3281",420,"AWB"
"3282",550,"AFD"
"3283",550,"ADL"
"3284",380,"ASG_AWA"
"3285",420,"ASE"
"3286",410,"ASE"
"3287",585,"ADF"
"3288",640,"ADL"
"3289",355,"AUA"
"3290",355,"AFD"
"3291",370,"ASH"
"3292",330,"ASK_parent"
"3293",320,NA
"3294",510,"ASK"
"3295",640,"AFD"
"3296",635,"AWC"
"3297",450,"ADL"
"3298",500,"AWB"
"3299",380,NA
"3300",420,"ADF"
"3301",335,"ASK_parent"
"3302",450,"ASG"
"3303",470,"ASE"
"3304",450,"ADL"
"3305",520,"ADF"
"3306",450,"AWA"
"3307",620,"ASI"
"3308",260,"Neuroblast_ASE_ASJ_AUA"
"3309",335,"Neuroblast_ASJ_AUA"
"3310",375,"ASG_AWA"
"3311",390,"AFD"
"3312",620,"ADF"
"3313",440,"ASG"
"3314",450,"ADL"
"3315",425,"AWB"
"3316",435,"AUA"
"3317",380,"AWA"
"3318",390,"ADL"
"3319",450,"ASE"
"3320",490,"ASJ"
"3321",370,"ADF_AWB"
"3322",490,"ASK"
"3323",410,"ASE"
"3324",550,"ASJ"
"3325",550,"AWA"
"3326",390,"ASJ"
"3327",550,"AWA"
"3328",450,"ADF"
"3329",440,"ASK"
"3330",385,"ASG_AWA"
"3331",385,"ASE"
"3332",510,"AUA"
"3333",490,"AWB"
"3334",550,"ASG"
"3335",700,"ASH"
"3336",450,"ASE"
"3337",430,"ASH"
"3338",450,"ADL"
"3339",245,NA
"3340",450,"AWC"
"3341",405,"AWB"
"3342",450,"ADF"
"3343",410,"ASG"
"3344",625,"ASH"
"3345",550,"AFD"
"3346",585,"AWA"
"3347",375,"ASI_parent"
"3348",410,"AWB"
"3349",390,"AUA"
"3350",550,"ADL"
"3351",585,"ASI"
"3352",550,"AFD"
"3353",380,"ASI_parent"
"3354",450,"ASK"
"3355",375,"ASK_parent"
"3356",620,"ADL"
"3357",420,"AWB"
"3358",470,"AWC"
"3359",345,"ASG_AWA"
"3360",320,"ADL_parent"
"3361",435,"ASK"
"3362",550,"ADF"
"3363",450,"AWB"
"3364",415,"AWC"
"3365",700,"ADL"
"3366",585,"AWA"
"3367",415,"AWC"
"3368",450,"ASE"
"3369",490,"ASG"
"3370",520,"ASJ"
"3371",420,"AWB"
"3372",620,"ASK"
"3373",620,"ASG"
"3374",630,"AFD"
"3375",700,"AWA"
"3376",385,"ASI_parent"
"3377",360,"ASJ"
"3378",585,"AWC"
"3379",670,"ADL"
"3380",410,"ADF_AWB"
"3381",420,"ASK"
"3382",550,"ASG"
"3383",700,"ASER"
"3384",490,"ASK"
"3385",550,"ADL"
"3386",390,"ASG_AWA"
"3387",390,"ADF_AWB"
"3388",510,"ASG"
"3389",395,"AFD"
"3390",410,"ASI"
"3391",630,"ASE"
"3392",510,"ASK"
"3393",620,"AWA"
"3394",370,"ASI_parent"
"3395",375,"ASK_parent"
"3396",350,"AUA"
"3397",380,"ASI_parent"
"3398",390,"AWA"
"3399",450,"ASE"
"3400",700,"ASH"
"3401",700,"ASH"
"3402",585,"ADL"
"3403",450,"ASH"
"3404",490,"ADF"
"3405",440,"ASI"
"3406",420,"ASK"
"3407",390,"ASK"
"3408",550,"AFD"
"3409",420,"AWB"
"3410",550,"ASH"
"3411",640,"ASI"
"3412",350,"AFD"
"3413",550,"ASJ"
"3414",550,"AWC"
"3415",550,"AFD"
"3416",430,"AWA"
"3417",420,"ASE"
"3418",550,"AWB"
"3419",550,"ASI"
"3420",230,NA
"3421",410,"ASE"
"3422",400,"ASJ"
"3423",320,"ASI_parent"
"3424",490,"AWB"
"3425",510,"ASK"
"3426",350,"ASJ"
"3427",625,"AWB"
"3428",500,"ASE"
"3429",550,"ASH"
"3430",450,"ASI"
"3431",640,"ASEL"
"3432",470,"AWB"
"3433",640,"AFD"
"3434",450,"ASG"
"3435",585,"AWC"
"3436",640,"ASG"
"3437",390,"ASH"
"3438",385,"ASG_AWA"
"3439",420,"AWA"
"3440",620,"ADL"
"3441",550,"ADF"
"3442",380,"AWB"
"3443",640,"ASG"
"3444",490,"ASK"
"3445",390,NA
"3446",500,"AWC"
"3447",640,"ASEL"
"3448",725,"AWC"
"3449",420,"ASE"
"3450",450,"ASG"
"3451",640,"ASK"
"3452",640,"ASJ"
"3453",390,"ADF_AWB"
"3454",700,"AWA"
"3455",620,"ASG"
"3456",450,"AWA"
"3457",620,"ASG"
"3458",410,"AWC"
"3459",490,"ADF"
"3460",620,"AWA"
"3461",420,"ASK"
"3462",385,"AWA"
"3463",320,"Neuroblast_ASJ_AUA"
"3464",300,"ASE_parent"
"3465",380,"ASJ"
"3466",500,"AWA"
"3467",585,"AFD"
"3468",620,"ASK"
"3469",620,"AWC"
"3470",725,"ADL"
"3471",490,"AWB"
"3472",490,"AWA"
"3473",390,"ADF_AWB"
"3474",550,"ASG"
"3475",640,"ASH"
"3476",385,"ADL"
"3477",370,"ADL"
"3478",380,"AWA"
"3479",550,"ASI"
"3480",350,"ASI_parent"
"3481",450,"ASK"
"3482",455,"AWA"
"3483",420,"ASE"
"3484",295,NA
"3485",490,"ADF"
"3486",450,"ASJ"
"3487",550,"ADL"
"3488",550,"ASJ"
"3489",415,"ASE"
"3490",490,"AWC"
"3491",550,"ASH"
"3492",640,"ASEL"
"3493",550,"ASE"
"3494",490,"ASJ"
"3495",370,"ASI_parent"
"3496",360,NA
"3497",620,"ASK"
"3498",415,"AWA"
"3499",620,"ASI"
"3500",750,"AFD"
"3501",550,"AWA"
"3502",490,"ADF"
"3503",470,"ADF"
"3504",440,"ASH"
"3505",415,"ASJ"
"3506",380,"ADF_AWB"
"3507",410,"ASG"
"3508",620,"ASK"
"3509",450,"ADF"
"3510",360,"ASI_parent"
"3511",530,"ADF"
"3512",550,"AWC"
"3513",390,"AUA"
"3514",440,"ADL"
"3515",380,"AWC"
"3516",550,"ASH"
"3517",350,"AUA"
"3518",450,"ASG"
"3519",390,"ASG_AWA"
"3520",450,"ASK"
"3521",395,NA
"3522",470,"ASJ"
"3523",585,"ASE"
"3524",380,"ASI_parent"
"3525",620,"ASG"
"3526",450,"AWB"
"3527",620,"ADF"
"3528",375,"ASI_parent"
"3529",450,"AWA"
"3530",635,"AWC"
"3531",390,"AFD"
"3532",550,"ASI"
"3533",400,"ASJ"
"3534",390,"ADF_AWB"
"3535",520,"AWA"
"3536",450,"ASG"
"3537",410,"AWC"
"3538",365,"ADF_AWB"
"3539",490,"AWB"
"3540",490,"ADL"
"3541",420,"AWC"
"3542",640,"ASH"
"3543",450,"ASK"
"3544",550,"AWA"
"3545",385,"AWA"
"3546",410,"ASJ"
"3547",400,"AUA"
"3548",550,"ASH"
"3549",620,"ASK"
"3550",490,"ADF"
"3551",450,"ADF"
"3552",350,"AWC"
"3553",470,"AWC"
"3554",380,"ASK_parent"
"3555",450,"AWB"
"3556",450,"ASI"
"3557",400,"ASG"
"3558",410,"ASG"
"3559",760,"ADL"
"3560",620,"AWA"
"3561",640,"ADF"
"3562",380,"AWC"
"3563",620,"AWB"
"3564",700,"ASH"
"3565",640,"AFD"
"3566",490,"ASK"
"3567",500,"ASH"
"3568",585,"AWC"
"3569",470,"ASJ"
"3570",420,"AWB"
"3571",420,"AWB"
"3572",450,"AWC"
"3573",510,"ASK"
"3574",390,"ASG"
"3575",420,"AUA"
"3576",405,"ASE"
"3577",390,"ASK"
"3578",565,"ASI"
"3579",390,"AWB"
"3580",420,"AUA"
"3581",395,"AWC"
"3582",470,"AWC"
"3583",420,"AUA"
"3584",450,"AWA"
"3585",500,"ASJ"
"3586",585,"AWC"
"3587",390,"ASE"
"3588",425,"AWC"
"3589",550,"AFD"
"3590",355,"AUA"
"3591",450,"ADL"
"3592",620,"ASJ"
"3593",450,"ADL"
"3594",380,"ADL"
"3595",490,"ADF"
"3596",450,"AWB"
"3597",550,"ASK"
"3598",620,"AWB"
"3599",620,"ASJ"
"3600",415,"ASK"
"3601",405,"ADL"
"3602",620,"ASG"
"3603",620,"ASG"
"3604",635,"AWC"
"3605",370,"ASI_parent"
"3606",550,"ADF"
"3607",490,"ADL"
"3608",630,"AFD"
"3609",390,"ASG_AWA"
"3610",375,"ASH"
"3611",640,"ASH"
"3612",435,"ASI"
"3613",420,"ASK"
"3614",385,"ASJ"
"3615",390,"AWA"
"3616",450,"ASJ"
"3617",640,"ADL"
"3618",550,"ADL"
"3619",490,"AWC"
"3620",420,"ASE"
"3621",620,"ASK"
"3622",550,"ASJ"
"3623",450,"ADF"
"3624",360,"ASJ"
"3625",550,"ASE"
"3626",390,"AWB"
"3627",490,"ADF"
"3628",450,"ASK"
"3629",415,"ASE"
"3630",410,"AWC"
"3631",415,"AWC"
"3632",550,"ASI"
"3633",700,"AWC"
"3634",420,"AWB"
"3635",370,"ASI_parent"
"3636",350,"ADF_AWB"
"3637",400,"AWA"
"3638",410,"AWC"
"3639",390,"ASG_AWA"
"3640",640,"ADF"
"3641",450,"AWA"
"3642",185,NA
"3643",435,"ASH"
"3644",385,"ADL"
"3645",470,"ASJ"
"3646",470,"ASJ"
"3647",530,"ASE"
"3648",620,"AWA"
"3649",530,"ASI"
"3650",490,"ASJ"
"3651",375,"ASI_parent"
"3652",420,"AWA"
"3653",270,"ASK_parent"
"3654",585,"AFD"
"3655",510,"ASK"
"3656",620,"AWB"
"3657",700,"ADL"
"3658",620,"ADF"
"3659",390,"ASH"
"3660",490,"ADF"
"3661",450,"ASE"
"3662",530,"ASE"
"3663",385,"ASG_AWA"
"3664",550,"ASI"
"3665",520,"ADL"
"3666",325,"ASK_parent"
"3667",550,"ASH"
"3668",355,"ASG_AWA"
"3669",520,"ASI"
"3670",585,"ASI"
"3671",490,"ADL"
"3672",390,"AWB"
"3673",450,"ASJ"
"3674",700,"ADL"
"3675",640,"ADF"
"3676",530,"ASH"
"3677",530,"ADL"
"3678",700,"ASER"
"3679",620,"ADL"
"3680",450,"AWB"
"3681",750,"ASH"
"3682",755,"ADL"
"3683",550,"ADF"
"3684",700,"AWC"
"3685",700,"AFD"
"3686",620,"ASK"
"3687",700,"ASJ"
"3688",440,"ASI"
"3689",640,"ASG"
"3690",550,"ASJ"
"3691",700,"ASER"
"3692",750,"ASER"
"3693",500,"AWB"
"3694",410,"ASH"
"3695",700,"AWC"
"3696",630,"ASH"
"3697",700,"ASER"
"3698",670,"ASEL"
"3699",700,"AWA"
"3700",700,"ASJ"
"3701",700,"ASER"
"3702",550,"ASJ"
"3703",640,"ADF"
"3704",700,"ASER"
"3705",490,"ASE"
"3706",700,"ASH"
"3707",490,"ASJ"
"3708",750,"ADL"
"3709",725,"AFD"
"3710",400,"ASJ"
"3711",490,"ADF"
"3712",350,NA
"3713",725,"AFD"
"3714",550,"ASI"
"3715",365,"ASE"
"3716",390,"ASJ"
"3717",630,"AFD"
"3718",375,"ASH"
"3719",635,"AWC"
"3720",670,"ADL"
"3721",670,"ASJ"
"3722",700,"AWA"
"3723",670,"ASJ"
"3724",490,"ASE"
"3725",700,"ADL"
"3726",620,"ASK"
"3727",640,"ADF"
"3728",490,"ASJ"
"3729",550,"ADF"
"3730",640,"ADL"
"3731",420,"AWB"
"3732",450,"AWA"
"3733",620,"ADF"
"3734",750,"ADL"
"3735",550,"ASH"
"3736",355,"Neuroblast_ASG_AWA"
"3737",550,"ASG"
"3738",415,"ASJ"
"3739",700,"ASER"
"3740",500,"ASK"
"3741",585,"ADL"
"3742",620,"AFD"
"3743",640,"ASG"
"3744",490,"ADL"
"3745",635,"ASG"
"3746",195,NA
"3747",620,"ASI"
"3748",585,"ASH"
"3749",620,"ASJ"
"3750",390,"ASJ"
"3751",700,"ADF"
"3752",700,"ASJ"
"3753",700,"AWC"
"3754",725,"AWC_ON"
"3755",490,"ASH"
"3756",585,"ADL"
"3757",640,"ADL"
"3758",435,"AWB"
"3759",410,"ASJ"
"3760",695,"AFD"
"3761",640,"ADF"
"3762",640,"ASK"
"3763",700,"ASH"
"3764",490,"AWC"
"3765",435,"ASE"
"3766",565,"ASI"
"3767",700,"AWA"
"3768",670,"AFD"
"3769",670,"ASK"
"3770",640,"ASJ"
"3771",640,"ASH"
"3772",550,"ASK"
"3773",660,"AFD"
"3774",640,"ASI"
"3775",750,"AFD"
"3776",420,"ASK"
"3777",410,"ASJ"
"3778",700,"ADL"
"3779",425,"AWA"
"3780",630,"ADL"
"3781",410,"ASJ"
"3782",450,"ASI"
"3783",700,"ASJ"
"3784",725,"ADL"
"3785",410,"ASJ"
"3786",620,"ASK"
"3787",520,"ADL"
"3788",405,"AWB"
"3789",700,"AWC"
"3790",620,"ASJ"
"3791",375,"ASI_parent"
"3792",400,"AWA"
"3793",450,"ASI"
"3794",450,"ADL"
"3795",350,"ASI_parent"
"3796",750,"ASJ"
"3797",640,"ASI"
"3798",450,"ADF"
"3799",450,"ADL"
"3800",550,"ASJ"
"3801",550,"ASH"
"3802",470,"ADL"
"3803",620,"ASK"
"3804",470,"ADL"
"3805",550,"AFD"
"3806",750,"ADL"
"3807",700,"AWA"
"3808",725,"ASJ"
"3809",390,"ASJ"
"3810",450,"ASE"
"3811",700,"ASJ"
"3812",635,"ASG"
"3813",450,"ADL"
"3814",700,"ADL"
"3815",450,"AWC"
"3816",370,"ASI_parent"
"3817",450,"ASK"
"3818",725,"ASER"
"3819",500,"ADL"
"3820",750,"ADL"
"3821",700,"ASH"
"3822",640,"ASG"
"3823",620,"ADL"
"3824",500,"AWB"
"3825",640,"ASK"
"3826",700,"AFD"
"3827",450,"ASK"
"3828",670,"ASJ"
"3829",400,"ASJ"
"3830",620,"ADL"
"3831",635,"ADF"
"3832",700,"ADL"
"3833",725,"AFD"
"3834",490,"ADL"
"3835",550,"ASK"
"3836",550,"ASK"
"3837",415,"ADL"
"3838",700,"ASER"
"3839",550,"ASH"
"3840",750,"ASJ"
"3841",450,"ASE"
"3842",755,"ADL"
"3843",640,"ASEL"
"3844",490,"ADL"
"3845",410,"ASI"
"3846",450,"AWB"
"3847",640,"ASK"
"3848",490,"ADL"
"3849",700,"ASEL"
"3850",700,"ASH"
"3851",700,"ASH"
"3852",640,"ASK"
"3853",450,"AWC"
"3854",640,"ASEL"
"3855",700,"ADL"
"3856",550,"ADL"
"3857",700,"ASER"
"3858",620,"ASI"
"3859",530,"ASI"
"3860",550,"ASK"
"3861",700,"ADL"
"3862",500,"ASI"
"3863",550,"ASK"
"3864",490,"ASK"
"3865",410,"AWC"
"3866",640,"ASG"
"3867",750,"ADL"
"3868",440,"AFD"
"3869",420,"AWB"
"3870",700,"AWC"
"3871",410,"ASJ"
"3872",550,"ADL"
"3873",725,"AFD"
"3874",415,"ASE"
"3875",490,"ASE"
"3876",670,"ASEL"
"3877",375,"ADL"
"3878",620,"AWC"
"3879",700,"AWC"
"3880",700,"ASH"
"3881",725,"ASER"
"3882",500,"ASG"
"3883",370,"ASE"
"3884",620,"AWA"
"3885",485,"AUA"
"3886",435,"ASI"
"3887",640,"AFD"
"3888",420,"ADF"
"3889",470,"AWC"
"3890",640,"ADL"
"3891",550,"AWA"
"3892",620,"ASG"
"3893",700,"ADL"
"3894",410,"ASH"
"3895",450,"AWC"
"3896",725,"ASJ"
"3897",450,"ADL"
"3898",640,"AWC"
"3899",640,"ASEL"
"3900",700,"ASER"
"3901",550,"ASH"
"3902",725,"ASER"
"3903",700,"AWC"
"3904",630,"AFD"
"3905",640,"ASI"
"3906",550,"AWA"
"3907",750,"ADL"
"3908",405,"ASE"
"3909",640,"ASI"
"3910",750,"ADL"
"3911",700,"ASH"
"3912",550,"AFD"
"3913",700,"AWC"
"3914",725,"ASH"
"3915",620,"AWC"
"3916",550,"AWA"
"3917",550,"ASI"
"3918",725,"ASH"
"3919",700,"ASER"
"3920",670,"ADF"
"3921",585,"ASE"
"3922",420,"ASI"
"3923",640,"AWC"
"3924",450,"AWC"
"3925",440,"AFD"
"3926",700,"ADF"
"3927",420,"ASK"
"3928",620,"AWA"
"3929",465,NA
"3930",725,"ASJ"
"3931",490,"ADL"
"3932",640,"ASEL"
"3933",470,"ASE"
"3934",640,"ASH"
"3935",700,"ASEL"
"3936",490,"ADL"
"3937",585,"ASK"
"3938",640,"AFD"
"3939",640,"ASJ"
"3940",670,"ASJ"
"3941",420,"ASK"
"3942",700,"AFD"
"3943",700,"ASER"
"3944",620,"AWB"
"3945",700,"ASER"
"3946",390,"ASE"
"3947",670,"AFD"
"3948",640,"ASG"
"3949",450,"ADL"
"3950",640,"ASK"
"3951",365,"ASE"
"3952",450,"ASJ"
"3953",620,"ASK"
"3954",490,"ADL"
"3955",450,"AWC"
"3956",670,"ADL"
"3957",630,"AWB"
"3958",700,"ASJ"
"3959",635,"ASH"
"3960",405,"ADF_AWB"
"3961",640,"AFD"
"3962",635,"ASEL"
"3963",440,"ADL"
"3964",640,"ASG"
"3965",620,"AWC"
"3966",640,"ASH"
"3967",440,"ASH"
"3968",755,"ADL"
"3969",490,"ASE"
"3970",700,"ADL"
"3971",585,"ASJ"
"3972",340,"ASK_parent"
"3973",640,"ASK"
"3974",415,"ASE"
"3975",725,"AWC"
"3976",730,"ADL"
"3977",490,"AWB"
"3978",405,"AWC"
"3979",490,"ASE"
"3980",640,"ASEL"
"3981",700,"AWA"
"3982",490,"ASJ"
"3983",550,"ADL"
"3984",630,"ASG"
"3985",550,"ASJ"
"3986",450,"ASE"
"3987",410,"ADL"
"3988",670,"ASEL"
"3989",700,"AWA"
"3990",620,"ASI"
"3991",490,"ADL"
"3992",780,"AFD"
"3993",640,"ADL"
"3994",585,"ADL"
"3995",640,"ADL"
"3996",585,"AWC"
"3997",725,"ASH"
"3998",510,"ASG"
"3999",700,"ADL"
"4000",700,"ADL"
"4001",550,"AWA"
"4002",670,"ADL"
"4003",640,"ASI"
"4004",700,"AWC"
"4005",415,"ADF_AWB"
"4006",500,"ASK"
"4007",700,"ASER"
"4008",450,"ASJ"
"4009",635,"ASEL"
"4010",700,"ASER"
"4011",725,"ASER"
"4012",550,"ADL"
"4013",620,"ADL"
"4014",360,"ASI_parent"
"4015",665,"ASEL"
"4016",620,"ASI"
"4017",585,"AWC"
"4018",370,"ASI_parent"
"4019",510,"AFD"
"4020",620,"ASK"
"4021",700,"ASEL"
"4022",725,"AFD"
"4023",640,"ASG"
"4024",620,"AFD"
"4025",700,"ADL"
"4026",490,"ADL"
"4027",780,"ADL"
"4028",420,"AWB"
"4029",700,"AFD"
"4030",640,"ASI"
"4031",670,"ADF"
"4032",550,"ADL"
"4033",760,"ASJ"
"4034",520,"ADL"
"4035",750,"ADL"
"4036",700,"AWC"
"4037",450,"ASI"
"4038",700,"AWC"
"4039",490,"ADL"
"4040",620,"ASJ"
"4041",550,"ASG"
"4042",760,"ADL"
"4043",750,"ADL"
"4044",470,"ASI"
"4045",550,"ASE"
"4046",550,"ASK"
"4047",490,"ADF"
"4048",450,"ASJ"
"4049",510,"AFD"
"4050",450,"ASE"
"4051",490,"ADL"
"4052",620,"AWC"
"4053",630,"ASI"
"4054",640,"ASK"
"4055",350,"ASI_parent"
"4056",490,"ASK"
"4057",410,"ASE"
"4058",700,"ADL"
"4059",410,"ADL"
"4060",470,"ADF"
"4061",450,"AWB"
"4062",510,"AWB"
"4063",480,"ASI"
"4064",700,"ADL"
"4065",700,"AFD"
"4066",440,"ASE"
"4067",550,"AFD"
"4068",440,"ASK"
"4069",550,"AFD"
"4070",700,"AFD"
"4071",775,"ADL"
"4072",585,"ASG"
"4073",490,"ASK"
"4074",550,"ASJ"
"4075",360,"AUA"
"4076",430,"ASK"
"4077",640,"AWC"
"4078",450,"AWB"
"4079",530,"ASE"
"4080",490,"ADF"
"4081",640,"ASH"
"4082",410,"ADL"
"4083",640,"ASEL"
"4084",725,"AWC_ON"
"4085",640,"ADL"
"4086",550,"ASK"
"4087",510,"ASG"
"4088",490,"ADL"
"4089",490,"ADL"
"4090",700,"ADF"
"4091",695,"AWC_ON"
"4092",640,"ASG"
"4093",390,"AWA"
"4094",490,"ASH"
"4095",550,"AFD"
"4096",565,"ASI"
"4097",670,"AFD"
"4098",450,"ASI"
"4099",490,"ADL"
"4100",700,"ASEL"
"4101",700,"AFD"
"4102",700,"ASH"
"4103",620,"AFD"
"4104",640,"ADL"
"4105",700,"ASH"
"4106",640,"ASJ"
"4107",550,"AFD"
"4108",500,"ASK"
"4109",510,"AWB"
"4110",750,"ADL"
"4111",565,"ASI"
"4112",700,"ASER"
"4113",470,"ASJ"
"4114",640,"ASH"
"4115",550,"AFD"
"4116",670,"ADF"
"4117",550,"ASK"
"4118",700,"ASH"
"4119",420,"ASK"
"4120",640,"ASG"
"4121",700,"AWA"
"4122",550,"ASE"
"4123",700,"ASER"
"4124",670,"ASJ"
"4125",585,"ADL"
"4126",620,"AWB"
"4127",760,"ASJ"
"4128",620,"ASG"
"4129",620,"ADL"
"4130",750,"ADL"
"4131",550,"AWB"
"4132",550,"ASJ"
"4133",450,"ADF"
"4134",635,"AWC"
"4135",465,NA
"4136",490,"AWC"
"4137",550,"AWC"
"4138",500,"ASH"
"4139",630,"ASI"
"4140",670,"AWC"
"4141",450,"ADF"
"4142",700,"ASK"
"4143",390,"ASJ"
"4144",700,"ASER"
"4145",670,"ASH"
"4146",620,"ASG"
"4147",450,"ASH"
"4148",450,"ADL"
"4149",550,"ASI"
"4150",450,"ADL"
"4151",700,"ASER"
"4152",420,"AWC"
"4153",725,"ASH"
"4154",500,"ASK"
"4155",450,"ASI"
"4156",620,"AFD"
"4157",585,"ADL"
"4158",700,"ASH"
"4159",670,"AWC"
"4160",620,"ASI"
"4161",700,"ASH"
"4162",620,"ADL"
"4163",375,"ASE"
"4164",725,"AFD"
"4165",415,"AWB"
"4166",390,"AFD"
"4167",420,"AWB"
"4168",625,"AWB"
"4169",530,"ASG"
"4170",725,"ASJ"
"4171",640,"ASEL"
"4172",550,"AFD"
"4173",380,NA
"4174",585,"AWB"
"4175",620,"ADL"
"4176",550,"ADL"
"4177",755,"ADL"
"4178",395,"AWC"
"4179",425,NA
"4180",490,"ADL"
"4181",380,"ASI_parent"
"4182",490,"ASK"
"4183",550,"ADL"
"4184",380,"ASI_parent"
"4185",640,"ADF"
"4186",620,"ASI"
"4187",365,"AWC"
"4188",700,"ADL"
"4189",375,"ASI_parent"
"4190",625,"ASI"
"4191",620,"ASI"
"4192",670,"ADF"
"4193",440,"ASK"
"4194",565,"ASI"
"4195",450,"ASE"
"4196",385,"AWC"
"4197",640,"ASK"
"4198",510,"AWC"
"4199",670,"ADF"
"4200",550,"ASI"
"4201",620,"ASI"
"4202",630,"ASG"
"4203",640,"ASI"
"4204",550,"AWA"
"4205",585,"AWB"
"4206",550,"AFD"
"4207",490,"ADF"
"4208",370,"ADL"
"4209",550,"AFD"
"4210",640,"ASG"
"4211",490,"ASI"
"4212",640,"ASEL"
"4213",450,"AWA"
"4214",520,"ASH"
"4215",640,"ASJ"
